#1
#Bezugskoordinaten: 50,7931° N	6,0546° O
#
#Koordinatensystem : Lambert konform konisch	
#Rechtswert        : 3732500 Meter	
#Hochwert          : 2677500 Meter	
#Hoehenlage        : 165 Meter ueber NN	
#Erstellung des Datensatzes im Mai 2016	
#
#Art des TRY       : mittleres Jahr	
#Bezugszeitraum    : 1995-2012	
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012	
#	
#Format:(i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)	
#	
#Reihenfolge der Parameter:	
#2 RW Rechtswert                                                    [m]       {3670500;3671500..4389500}"	
#3 HW Hochwert                                                      [m]       {2242500;2243500..3179500}"	
#4 MM Monat                                                                   {1..12}	
#5 DD Tag                                                                     {1..28,30,31}	
#6 HH Stunde (MEZ)                                                            {1..24}	
#7 t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]	
#8 p  Luftdruck in Standorthoehe                                    [hPa]	
#9 WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}"	
#10 WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]	
#11 N  Bedeckungsgrad                                                [Achtel]  {0..8;9}"	
#12 x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]	
#13 RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}	
#14 B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv	
#15 D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv	
#16 A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv	
#17 E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ	
#18 IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}"	
#	
#	
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL	
#***
double wetter (8761, 18) 	
4413600	3732500 2677500  2 21  3   3.3 1010 240  5.3 6  4.3  90    0    0 282 -327  1
4417200	3732500 2677500  2 21  4   3.5 1009 250  5.3 6  4.3  89    0    0 291 -328  1
4420800	3732500 2677500  2 21  5   3.0 1008 241  3.7 6  4.2  88    0    0 292 -329  1
4424400	3732500 2677500  2 21  6   3.4 1008 250  4.2 8  4.3  90    0    0 306 -331  1
4428000	3732500 2677500  2 21  7   3.1 1008 245  4.2 8  4.4  92    0    0 319 -332  1
4431600	3732500 2677500  2 21  8   3.0 1007 247  5.1 8  4.4  92    0    0 319 -334  1
4435200	3732500 2677500  2 21  9   3.1 1007 262  5.3 8  4.5  94    0   28 320 -336  1
4438800	3732500 2677500  2 21 10   3.3 1007 261  4.7 8  4.6  96    0   57 320 -337  1
4442400	3732500 2677500  2 21 11   4.0 1007 250  4.7 8  4.9  99    0   72 322 -339  1
4446000	3732500 2677500  2 21 12   4.4 1007 250  6.2 8  5.1  99    0   79 323 -341  1
4449600	3732500 2677500  2 21 13   5.3 1007 265  6.3 8  5.3  98    0   89 326 -343  1
4453200	3732500 2677500  2 21 14   5.5 1008 263  6.3 8  5.4  97    0   69 328 -346  1
4456800	3732500 2677500  2 21 15   5.9 1007 260  5.6 8  5.4  95    0   61 329 -348  1
4460400	3732500 2677500  2 21 16   6.2 1006 251  6.3 7  5.6  95    0   50 324 -350  1
4464000	3732500 2677500  2 21 17   6.4 1006 260  5.2 7  5.7  95    0   34 319 -352  1
4467600	3732500 2677500  2 21 18   6.2 1005 280  5.2 7  5.8  96    0   10 319 -352  1
4471200	3732500 2677500  2 21 19   6.2 1005 280  5.2 8  5.8  98    0    0 323 -352  1
4474800	3732500 2677500  2 21 20   6.3 1005 270  5.5 8  5.9  98    0    0 328 -351  1
4478400	3732500 2677500  2 21 21   6.3 1005 270  5.3 8  5.9  98    0    0 327 -349  1
4482000	3732500 2677500  2 21 22   6.4 1004 260  5.1 7  5.9  98    0    0 321 -346  1
4485600	3732500 2677500  2 21 23   6.5 1003 261  5.0 8  5.9  98    0    0 321 -343  1
4489200	3732500 2677500  2 21 24   6.5 1002 270  4.8 7  6.0  99    0    0 321 -340  1
4492800	3732500 2677500  2 22  1   6.5 1002 290  3.3 8  6.1 100    0    0 321 -337  1
4496400	3732500 2677500  2 22  2   6.3 1001 330  4.8 8  6.0  99    0    0 327 -335  1
4500000	3732500 2677500  2 22  3   4.5 1001 310  2.7 8  5.6  99    0    0 325 -334  1
4503600	3732500 2677500  2 22  4   4.0 1001 285  4.0 6  5.1  97    0    0 308 -333  1
4507200	3732500 2677500  2 22  5   3.8 1001 280  3.6 6  5.0  98    0    0 294 -333  1
4510800	3732500 2677500  2 22  6   3.7 1000 270  3.6 8  4.9  98    0    0 306 -332  1
4514400	3732500 2677500  2 22  7   3.6 1000 270  3.6 8  4.9  98    0    0 317 -331  1
4518000	3732500 2677500  2 22  8   3.8 1000 260  3.7 8  5.0  99    0    0 317 -331  1
4521600	3732500 2677500  2 22  9   4.1  999 270  4.5 8  5.0  98    0   32 315 -330  1
4525200	3732500 2677500  2 22 10   4.2  998 280  4.1 7  4.9  95    2   96 309 -331  1
4528800	3732500 2677500  2 22 11   5.0  998 271  6.1 7  5.0  93    0  114 303 -334  1
4532400	3732500 2677500  2 22 12   5.3  998 309  5.0 5  5.0  90   11  191 294 -336  1
4536000	3732500 2677500  2 22 13   5.7  997 280  5.7 5  4.8  84   18  213 286 -337  1
4539600	3732500 2677500  2 22 14   6.1  996 280  6.0 6  4.7  80    2  144 294 -337  1
4543200	3732500 2677500  2 22 15   6.1  996 280  5.3 7  4.6  77    0  101 305 -338  1
4546800	3732500 2677500  2 22 16   6.1  995 280  5.8 7  4.4  74    1   86 309 -337  1
4550400	3732500 2677500  2 22 17   6.0  994 290  5.2 5  4.3  73   16   92 299 -335  1
4554000	3732500 2677500  2 22 18   5.4  994 300  6.9 5  4.2  73   10   30 286 -333  1
4557600	3732500 2677500  2 22 19   5.1  993 271  5.8 6  4.2  74    0    0 287 -331  1
4561200	3732500 2677500  2 22 20   4.6  993 270  4.2 6  4.2  77    0    0 289 -330  1
4564800	3732500 2677500  2 22 21   4.6  992 280  5.4 6  4.3  81    0    0 289 -328  1
4568400	3732500 2677500  2 22 22   3.9  992 270  4.0 5  4.4  84    0    0 282 -328  1
4572000	3732500 2677500  2 22 23   3.8  991 250  5.4 5  4.4  87    0    0 275 -328  1
4575600	3732500 2677500  2 22 24   4.2  990 231  6.1 7  4.6  89    0    0 287 -327  1
4579200	3732500 2677500  2 23  1   4.9  988 260  6.4 7  4.8  89    0    0 300 -323  1
4582800	3732500 2677500  2 23  2   4.5  987 261  5.8 7  4.9  90    0    0 299 -318  1
4586400	3732500 2677500  2 23  3   4.2  986 349  3.6 8  5.0  93    0    0 302 -316  1
4590000	3732500 2677500  2 23  4   2.8  985 339  5.0 8  4.8  96    0    0 302 -316  1
4593600	3732500 2677500  2 23  5   2.4  985 290  3.9 8  4.6  98    0    0 298 -316  1
4597200	3732500 2677500  2 23  6   2.7  985 309  4.3 7  4.6  98    0    0 292 -316  1
4600800	3732500 2677500  2 23  7   2.5  985 300  4.5 7  4.4  93    0    0 286 -316  1
4604400	3732500 2677500  2 23  8   2.0  985 310  4.3 8  4.1  89    0    0 287 -316  1
4608000	3732500 2677500  2 23  9   1.7  985 310  4.3 8  4.0  91    0   33 291 -315  1
4611600	3732500 2677500  2 23 10   1.7  985 310  3.6 7  4.0  92   11  109 285 -315  1
4615200	3732500 2677500  2 23 11   2.3  986 291  2.8 6  4.0  90    8  140 275 -316  1
4618800	3732500 2677500  2 23 12   0.9  986 360  2.9 6  3.9  89   15  174 269 -321  1
4622400	3732500 2677500  2 23 13   2.2  986 339  3.2 3  3.9  89  153  191 255 -326  1
4626000	3732500 2677500  2 23 14   2.7  986 311  2.4 5  3.7  79   47  195 252 -328  1
4629600	3732500 2677500  2 23 15   4.0  986 320  3.5 0  3.3  67  281  109 239 -329  1
4633200	3732500 2677500  2 23 16   4.9  986 320  2.9 3  3.4  64   73  134 234 -329  1
4636800	3732500 2677500  2 23 17   1.0  986 339  3.0 8  3.6  76    0   25 264 -324  1
4640400	3732500 2677500  2 23 18   0.6  986 270  2.2 1  3.7  90   10   18 249 -318  1
4644000	3732500 2677500  2 23 19   0.7  986 300  2.3 5  3.9  94    0    0 233 -317  1
4647600	3732500 2677500  2 23 20   0.3  986 263  2.1 5  3.8  95    0    0 253 -317  1
4651200	3732500 2677500  2 23 21   0.2  986 254  2.0 7  3.8  96    0    0 257 -317  1
4654800	3732500 2677500  2 23 22   0.1  986 245  2.0 7  3.8  97    0    0 267 -316  1
4658400	3732500 2677500  2 23 23   0.2  986 247  2.4 8  3.9  97    0    0 277 -316  1
4662000	3732500 2677500  2 23 24   0.4  986 252  3.0 8  3.9  98    0    0 273 -316  1
4665600	3732500 2677500  2 24  1   0.8  992 257  3.4 8  4.0  98    0    0 279 -321  1
4669200	3732500 2677500  2 24  2   1.0  992 253  3.6 7  4.1  97    0    0 283 -319  1
4672800	3732500 2677500  2 24  3   1.2  992 245  3.7 6  4.1  96    0    0 277 -318  1
4676400	3732500 2677500  2 24  4   1.2  992 234  3.6 6  4.0  95    0    0 263 -318  1
4680000	3732500 2677500  2 24  5   1.1  991 238  3.8 6  4.0  95    0    0 259 -318  1
4683600	3732500 2677500  2 24  6   1.1  991 230  4.0 5  3.9  93    0    0 260 -318  1
4687200	3732500 2677500  2 24  7   1.1  990 220  4.1 7  3.9  92    0    0 272 -317  1
4690800	3732500 2677500  2 24  8   0.8  990 220  3.3 5  3.8  92    0    0 273 -317  1
4694400	3732500 2677500  2 24  9   1.2  990 231  2.9 5  3.8  92   18   51 263 -317  1
4698000	3732500 2677500  2 24 10   1.3  990 231  3.6 6  3.9  92   23  106 271 -317  1
4701600	3732500 2677500  2 24 11   1.6  990 261  2.2 7  4.0  93    0   97 284 -321  1
4705200	3732500 2677500  2 24 12   1.7  990 308  1.5 8  4.1  94    0   79 297 -329  1
4708800	3732500 2677500  2 24 13   2.5  990 251  1.7 8  4.2  92    1  139 304 -334  1
4712400	3732500 2677500  2 24 14   3.5  990 360  2.4 5  4.1  86  148  160 289 -336  1
4716000	3732500 2677500  2 24 15   3.8  990 311  2.4 4  4.0  79  118  142 270 -336  1
4719600	3732500 2677500  2 24 16   3.8  990 310  2.5 3  3.8  74  139   90 260 -335  1
4723200	3732500 2677500  2 24 17   4.0  991 340  2.3 1  3.7  72  144   35 246 -331  1
4726800	3732500 2677500  2 24 18   2.7  991 330  2.4 3  3.6  73   28   15 245 -325  1
4730400	3732500 2677500  2 24 19   2.0  992 329  2.3 2  3.5  76    0    0 248 -318  1
4734000	3732500 2677500  2 24 20   1.5  993 320  1.4 2  3.5  80    0    0 240 -316  1
4737600	3732500 2677500  2 24 21   1.0  993 330  2.1 1  3.5  82    0    0 233 -315  1
4741200	3732500 2677500  2 24 22   0.4  994 348  1.4 2  3.5  85    0    0 229 -312  1
4744800	3732500 2677500  2 24 23   0.3  995  70  1.3 3  3.4  86    0    0 236 -310  1
4748400	3732500 2677500  2 24 24   0.1  996 338  1.2 4  3.4  86    0    0 243 -309  1
4752000	3732500 2677500  2 25  1  -0.3  997 289  1.1 1  3.4  88    0    0 229 -309  1
4755600	3732500 2677500  2 25  2  -0.6  998 240  1.1 0  3.4  91    0    0 208 -308  1
4759200	3732500 2677500  2 25  3  -1.2  998 200  1.2 2  3.4  94    0    0 207 -308  1
4762800	3732500 2677500  2 25  4  -1.8  998 230  1.2 2  3.3  97    0    0 209 -308  1
4766400	3732500 2677500  2 25  5  -2.3  999 152  1.3 3  3.3  98    0    0 210 -307  1
4770000	3732500 2677500  2 25  6  -2.2  999 219  2.1 2  3.2  99    0    0 208 -307  1
4773600	3732500 2677500  2 25  7  -2.1 1000 229  2.2 2  3.2  99    0    0 205 -306  1
4777200	3732500 2677500  2 25  8  -2.4 1000 120  1.4 3  3.2  99    0    0 207 -305  1
4780800	3732500 2677500  2 25  9  -0.8 1000 230  2.3 4  3.3  97   30   64 217 -305  1
4784400	3732500 2677500  2 25 10   0.6 1000 191  2.6 3  3.4  90  109  122 224 -308  1
4788000	3732500 2677500  2 25 11   2.0 1001 211  3.4 3  3.4  81  196  156 227 -313  1
4791600	3732500 2677500  2 25 12   3.2 1001 211  3.5 4  3.4  74  285  169 237 -319  1
4795200	3732500 2677500  2 25 13   4.3 1001 220  3.4 4  3.5  69  320  175 247 -326  1
4798800	3732500 2677500  2 25 14   4.6 1001 250  4.9 4  3.4  64  342  155 253 -329  1
4802400	3732500 2677500  2 25 15   5.1 1001 250  4.9 2  3.3  61  317  131 251 -331  1
4806000	3732500 2677500  2 25 16   5.2 1000 240  4.9 3  3.3  60  140  134 253 -333  1
4809600	3732500 2677500  2 25 17   4.7 1000 221  4.2 7  3.4  62   19   74 273 -332  1
4813200	3732500 2677500  2 25 18   4.3 1000 221  4.1 7  3.4  64    8   21 289 -328  1
4816800	3732500 2677500  2 25 19   4.1  999 230  4.2 7  3.3  64    0    0 292 -325  1
4820400	3732500 2677500  2 25 20   3.8 1000 210  3.5 7  3.3  65    0    0 295 -323  1
4824000	3732500 2677500  2 25 21   3.8  999 220  5.1 7  3.5  69    0    0 297 -322  1
4827600	3732500 2677500  2 25 22   4.1  999 230  5.3 6  3.7  72    0    0 297 -321  1
4831200	3732500 2677500  2 25 23   3.8  999 230  6.0 6  3.7  72    0    0 294 -321  1
4834800	3732500 2677500  2 25 24   3.7  998 221  6.7 7  3.7  74    0    0 298 -321  1
4838400	3732500 2677500  2 26  1   4.0  998 237  5.5 7  3.7  72    0    0 302 -320  1
4842000	3732500 2677500  2 26  2   3.7  998 220  6.9 6  3.6  71    0    0 296 -320  1
4845600	3732500 2677500  2 26  3   4.1  998 230  6.3 6  3.6  71    0    0 291 -319  1
4849200	3732500 2677500  2 26  4   3.9  998 221  7.0 7  3.6  71    0    0 294 -319  1
4852800	3732500 2677500  2 26  5   4.3  998 220  6.3 7  3.6  70    0    0 298 -317  1
4856400	3732500 2677500  2 26  6   4.5  997 221  8.4 6  3.6  68    0    0 293 -317  1
4860000	3732500 2677500  2 26  7   4.6  997 221  7.1 6  3.7  69    0    0 289 -317  1
4863600	3732500 2677500  2 26  8   4.5  997 230  7.1 7  3.7  70    0    0 292 -318  1
4867200	3732500 2677500  2 26  9   4.4  998 221  7.1 8  3.9  73    5   54 301 -319  1
4870800	3732500 2677500  2 26 10   5.0  998 230  6.4 7  4.1  76   37  137 302 -321  1
4874400	3732500 2677500  2 26 11   5.4  998 221  7.1 6  4.3  76   79  199 292 -326  1
4878000	3732500 2677500  2 26 12   6.2  998 230  6.9 5  4.4  76  243  223 283 -332  1
4881600	3732500 2677500  2 26 13   7.6  997 240  6.4 4  4.5  72  287  229 276 -339  1
4885200	3732500 2677500  2 26 14   9.3  997 230  7.5 3  4.6  66  278  221 272 -344  1
4888800	3732500 2677500  2 26 15   9.8  996 240  5.2 5  4.6  61   88  206 277 -346  1
4892400	3732500 2677500  2 26 16  10.8  996 210  5.0 5  4.6  58   57  151 284 -346  1
4896000	3732500 2677500  2 26 17  11.7  995 230  3.5 4  4.7  56   55   95 285 -342  1
4899600	3732500 2677500  2 26 18   9.7  994 210  4.2 6  4.7  58   17   29 286 -336  1
4903200	3732500 2677500  2 26 19   8.8  994 230  3.4 6  4.6  62    0    0 286 -330  1
4906800	3732500 2677500  2 26 20   8.2  994 210  4.0 6  4.4  62    0    0 284 -326  1
4910400	3732500 2677500  2 26 21   7.6  994 220  3.3 5  4.2  62    0    0 278 -324  1
4914000	3732500 2677500  2 26 22   7.1  994 210  4.1 3  4.1  63    0    0 269 -323  1
4917600	3732500 2677500  2 26 23   6.7  994 210  4.7 4  4.0  63    0    0 264 -323  1
4921200	3732500 2677500  2 26 24   6.7  993 210  4.0 3  3.8  61    0    0 263 -323  1
4924800	3732500 2677500  2 27  1   6.4  993 181  2.1 4  3.8  62    0    0 263 -322  1
4928400	3732500 2677500  2 27  2   5.6  992 171  2.1 1  4.0  67    0    0 255 -322  1
4932000	3732500 2677500  2 27  3   5.6  992 210  3.5 0  4.0  70    0    0 242 -322  1
4935600	3732500 2677500  2 27  4   5.1  992 210  4.2 1  4.1  72    0    0 242 -322  1
4939200	3732500 2677500  2 27  5   4.6  991 220  3.6 2  4.1  75    0    0 248 -323  1
4942800	3732500 2677500  2 27  6   4.2  991 192  2.9 4  4.1  78    0    0 258 -323  1
4946400	3732500 2677500  2 27  7   4.2  991 210  4.4 4  4.2  80    0    0 264 -324  1
4950000	3732500 2677500  2 27  8   4.0  991 210  4.6 5  4.2  82    0    0 267 -324  1
4953600	3732500 2677500  2 27  9   4.3  991 213  4.7 5  4.3  83   17   71 272 -326  1
4957200	3732500 2677500  2 27 10   5.2  991 201  4.7 6  4.4  82   10  119 278 -330  1
4960800	3732500 2677500  2 27 11   5.9  991 210  4.0 7  4.5  78    8  155 288 -337  1
4964400	3732500 2677500  2 27 12   7.8  991 201  5.3 6  4.6  74   47  232 292 -344  1
4968000	3732500 2677500  2 27 13   7.6  991 192  5.3 7  4.8  71   23  216 296 -348  1
4971600	3732500 2677500  2 27 14   8.2  991 222  5.4 8  4.8  71   37  221 305 -348  1
4975200	3732500 2677500  2 27 15   8.8  991 230  6.2 7  4.9  70   70  217 311 -349  1
4978800	3732500 2677500  2 27 16   8.7  992 230  6.1 6  5.0  70   35  152 309 -349  1
4982400	3732500 2677500  2 27 17   8.6  992 221  5.4 6  5.1  71   14   80 310 -346  1
4986000	3732500 2677500  2 27 18   8.4  992 230  5.2 6  5.1  72   10   26 311 -344  1
4989600	3732500 2677500  2 27 19   7.7  992 211  4.5 7  5.1  74    0    0 314 -343  1
4993200	3732500 2677500  2 27 20   7.5  993 220  5.1 7  5.1  77    0    0 317 -341  1
4996800	3732500 2677500  2 27 21   6.5  993 240  5.2 8  5.4  84    0    0 318 -340  1
5000400	3732500 2677500  2 27 22   6.1  994 240  4.2 8  5.4  90    0    0 320 -339  1
5004000	3732500 2677500  2 27 23   5.9  995 231  4.3 7  5.3  89    0    0 314 -337  1
5007600	3732500 2677500  2 27 24   5.7  995 231  5.2 6  5.1  88    0    0 305 -334  1
5011200	3732500 2677500  2 28  1   5.6  996 230  5.8 5  5.0  86    0    0 294 -330  1
5014800	3732500 2677500  2 28  2   5.2  997 230  5.9 5  4.9  86    0    0 286 -327  1
5018400	3732500 2677500  2 28  3   5.1  998 230  6.0 4  4.8  86    0    0 279 -325  1
5022000	3732500 2677500  2 28  4   4.7  998 230  5.4 3  4.7  86    0    0 267 -323  1
5025600	3732500 2677500  2 28  5   4.6  998 230  5.3 3  4.7  87    0    0 261 -322  1
5029200	3732500 2677500  2 28  6   4.2  999 220  5.2 3  4.6  87    0    0 261 -321  1
5032800	3732500 2677500  2 28  7   4.3  999 235  5.1 5  4.6  88    0    0 273 -320  1
5036400	3732500 2677500  2 28  8   4.2 1000 220  5.2 5  4.6  89    0    0 284 -319  1
5040000	3732500 2677500  2 28  9   4.9 1001 221  5.3 4  4.7  89   23   73 278 -319  1
5043600	3732500 2677500  2 28 10   5.5 1001 221  6.0 4  4.8  87   92  153 275 -324  1
5047200	3732500 2677500  2 28 11   7.0 1002 230  5.4 4  4.9  81  155  209 280 -331  1
5050800	3732500 2677500  2 28 12   7.0 1002 220  6.8 4  4.9  78  204  243 283 -340  1
5054400	3732500 2677500  2 28 13   8.2 1002 249  6.4 3  4.8  74  274  253 279 -347  1
5058000	3732500 2677500  2 28 14   8.4 1002 239  7.4 4  4.7  69  106  252 278 -352  1
5061600	3732500 2677500  2 28 15   9.5 1002 221  7.5 4  4.7  66  123  227 285 -353  1
5065200	3732500 2677500  2 28 16   9.4 1001 221  6.7 3  4.7  63  129  171 281 -352  1
5068800	3732500 2677500  2 28 17   9.1 1001 220  6.5 3  4.5  62   67  105 274 -349  1
5072400	3732500 2677500  2 28 18   8.7 1000 211  7.1 4  4.5  63   24   38 275 -344  1
5076000	3732500 2677500  2 28 19   7.9 1000 211  5.7 2  4.5  65    0    0 267 -339  1
5079600	3732500 2677500  2 28 20   7.1 1000 211  5.8 2  4.5  69    0    0 256 -336  1
5083200	3732500 2677500  2 28 21   7.2 1000 211  7.2 4  4.6  72    0    0 264 -334  1
5086800	3732500 2677500  2 28 22   7.3 1000 211  9.0 4  4.6  72    0    0 273 -333  1
5090400	3732500 2677500  2 28 23   7.5  999 220  9.0 5  4.8  73    0    0 279 -332  1
5094000	3732500 2677500  2 28 24   7.7  999 220  9.8 6  4.9  74    0    0 288 -332  1
5097600	3732500 2677500  3  1  1   7.8  998 220  9.5 8  5.0  74    0    0 311 -332  1
5101200	3732500 2677500  3  1  2   7.7  998 220 10.3 8  5.1  76    0    0 314 -332  1
5104800	3732500 2677500  3  1  3   7.1  997 211 10.2 8  5.3  81    0    0 317 -334  1
5108400	3732500 2677500  3  1  4   7.2  996 220 10.2 8  5.3  84    0    0 322 -336  1
5112000	3732500 2677500  3  1  5   6.7  995 220  9.4 8  5.4  86    0    0 323 -337  1
5115600	3732500 2677500  3  1  6   6.3  995 220  9.4 8  5.6  91    0    0 324 -337  1
5119200	3732500 2677500  3  1  7   6.3  994 220  8.7 8  5.6  93    0    0 326 -338  1
5122800	3732500 2677500  3  1  8   6.6  994 220 10.1 8  5.7  93    0    3 329 -339  1
5126400	3732500 2677500  3  1  9   6.8  993 220 10.2 8  5.8  93    0   37 330 -341  1
5130000	3732500 2677500  3  1 10   7.3  992 211 11.1 8  5.9  92    0   86 330 -343  1
5133600	3732500 2677500  3  1 11   7.6  991 211 11.3 7  6.1  92    0   95 324 -346  1
5137200	3732500 2677500  3  1 12   7.7  990 220 11.3 7  6.3  94    0   73 318 -347  1
5140800	3732500 2677500  3  1 13   8.3  990 220 11.5 7  6.4  94    0   68 318 -347  1
5144400	3732500 2677500  3  1 14   9.1  989 230 11.5 8  6.7  93    0   51 328 -349  1
5148000	3732500 2677500  3  1 15   9.8  988 230 10.0 8  7.0  93    0   60 340 -352  1
5151600	3732500 2677500  3  1 16  10.0  988 230  9.2 8  7.3  94    0   65 344 -356  1
5155200	3732500 2677500  3  1 17  10.3  989 230  8.9 7  7.6  96    0   45 342 -359  1
5158800	3732500 2677500  3  1 18  10.4  989 240 10.2 8  7.8  97    0   20 345 -360  1
5162400	3732500 2677500  3  1 19  10.5  989 250  9.4 8  7.9  97    0    1 354 -360  1
5166000	3732500 2677500  3  1 20  10.5  990 250  8.4 8  7.8  95    0    0 356 -361  1
5169600	3732500 2677500  3  1 21  10.5  991 250  8.2 8  7.6  93    0    0 358 -361  1
5173200	3732500 2677500  3  1 22  10.4  992 250  8.6 8  7.5  92    0    0 359 -360  1
5176800	3732500 2677500  3  1 23  10.0  993 250  7.8 8  7.5  94    0    0 358 -360  1
5180400	3732500 2677500  3  1 24  10.0  993 250  7.0 8  7.5  95    0    0 357 -360  1
5184000	3732500 2677500  3  2  1   9.7  993 240  7.7 8  7.4  95    0    0 356 -359  1
5187600	3732500 2677500  3  2  2   9.5  993 240  7.6 8  7.4  97    0    0 354 -359  1
5191200	3732500 2677500  3  2  3   9.7  993 250  6.2 8  7.3  96    0    0 353 -360  1
5194800	3732500 2677500  3  2  4   9.5  993 240  6.2 7  7.3  96    0    0 345 -360  1
5198400	3732500 2677500  3  2  5   9.5  992 250  6.2 8  7.3  97    0    0 345 -360  1
5202000	3732500 2677500  3  2  6   9.5  992 250  6.1 8  7.3  97    0    0 353 -360  1
5205600	3732500 2677500  3  2  7   9.7  992 250  5.4 8  7.3  96    0    0 353 -360  1
5209200	3732500 2677500  3  2  8   9.6  992 240  5.4 8  7.3  96    0    1 353 -360  1
5212800	3732500 2677500  3  2  9   9.7  991 230  5.4 8  7.4  97    0   39 352 -360  1
5216400	3732500 2677500  3  2 10   9.8  991 230  6.1 8  7.5  97    0   74 353 -360  1
5220000	3732500 2677500  3  2 11  10.2  990 230  7.8 8  7.6  96    0   49 353 -360  1
5223600	3732500 2677500  3  2 12  10.6  990 230  8.8 7  7.7  95    0   88 346 -360  1
5227200	3732500 2677500  3  2 13  11.1  989 230  8.2 8  7.8  94    0   80 348 -362  1
5230800	3732500 2677500  3  2 14  11.3  988 240  8.5 8  7.9  93    0   60 356 -364  1
5234400	3732500 2677500  3  2 15  11.8  987 240  7.8 8  7.9  91    0   52 358 -366  1
5238000	3732500 2677500  3  2 16  12.2  987 220  8.5 7  7.9  88    0   64 352 -367  1
5241600	3732500 2677500  3  2 17  11.8  986 230  9.3 7  8.0  88    0   61 344 -366  1
5245200	3732500 2677500  3  2 18  11.8  985 231  9.1 8  8.0  90    0   16 353 -364  1
5248800	3732500 2677500  3  2 19  11.7  985 230  6.8 8  8.1  91    0    1 361 -362  1
5252400	3732500 2677500  3  2 20  11.9  985 240  8.2 7  8.0  90    0    0 354 -361  1
5256000	3732500 2677500  3  2 21  12.2  984 230  8.0 7  7.9  87    0    0 347 -360  1
5259600	3732500 2677500  3  2 22  12.3  984 220  9.0 7  7.7  84    0    0 347 -360  1
5263200	3732500 2677500  3  2 23  12.4  984 220  9.7 7  7.6  82    0    0 347 -359  1
5266800	3732500 2677500  3  2 24  12.3  983 220  9.8 7  7.4  80    0    0 347 -359  1
5270400	3732500 2677500  3  3  1  12.3  982 221 10.7 7  7.3  79    0    0 347 -358  1
5274000	3732500 2677500  3  3  2  11.0  980 230  9.8 8  7.3  83    0    0 352 -358  1
5277600	3732500 2677500  3  3  3  10.7  979 211  8.8 8  7.4  88    0    0 357 -358  1
5281200	3732500 2677500  3  3  4  10.0  978 210  7.8 8  7.4  91    0    0 354 -357  1
5284800	3732500 2677500  3  3  5   9.9  978 220  7.3 8  7.4  94    0    0 352 -356  1
5288400	3732500 2677500  3  3  6  10.0  977 211  7.1 8  7.3  93    0    0 352 -355  1
5292000	3732500 2677500  3  3  7   8.6  976 240  5.7 7  7.2  94    0    0 344 -354  1
5295600	3732500 2677500  3  3  8   8.6  976 230  6.3 7  6.7  93    0    4 336 -353  1
5299200	3732500 2677500  3  3  9   8.3  976 221  7.2 7  6.1  85   14   88 333 -352  1
5302800	3732500 2677500  3  3 10   8.5  976 220  8.9 5  5.7  80   98  154 319 -352  1
5306400	3732500 2677500  3  3 11   9.2  976 220  9.0 6  5.6  76   76  210 311 -353  1
5310000	3732500 2677500  3  3 12   9.5  976 220  9.2 7  5.4  71   25  220 320 -355  1
5313600	3732500 2677500  3  3 13   9.4  976 236  9.3 7  5.1  67    0  145 322 -357  1
5317200	3732500 2677500  3  3 14   9.9  976 230  9.1 6  5.1  66   45  231 317 -359  1
5320800	3732500 2677500  3  3 15  10.2  975 230  7.8 6  5.3  66   50  210 312 -360  1
5324400	3732500 2677500  3  3 16  10.2  975 211  8.1 6  5.0  62   34  158 310 -358  1
5328000	3732500 2677500  3  3 17   9.3  974 230  8.6 6  5.1  65   24  101 307 -356  1
5331600	3732500 2677500  3  3 18   8.7  974 210  5.2 6  5.4  73   15   40 304 -352  1
5335200	3732500 2677500  3  3 19   8.1  973 200  5.1 7  5.5  77    0    2 307 -347  1
5338800	3732500 2677500  3  3 20   8.0  973 200  6.1 6  5.5  79    0    0 305 -343  1
5342400	3732500 2677500  3  3 21   7.7  973 210  5.7 6  5.4  78    0    0 296 -340  1
5346000	3732500 2677500  3  3 22   7.9  972 201  6.6 8  5.3  77    0    0 306 -338  1
5349600	3732500 2677500  3  3 23   7.8  972 201  6.7 8  5.3  77    0    0 319 -336  1
